,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,sequential_execution_time,execution_time,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1
0,6,55,5.5,12,0,20.0,23.5,0.9879475308641976,0.47,1,23.5,0.9879475308641976,0.47,20.0,7,621762889308,50,376.57342076301575,376.57342076301575,447.5283625125885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,110,11.0,12,0,21.083333333333332,28.333333333333332,0.9862692901234568,0.5666666666666667,1,28.333333333333332,0.9862692901234568,0.5666666666666667,21.083333333333332,17,621762889308,50,323.286012172699,323.286012172699,378.1091706752777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,19,1.9,12,0,8.25,9.5,0.9923842592592593,0.19,1,9.5,0.9923842592592593,0.19,8.25,27,621762889308,50,305.4830312728882,305.4830312728882,446.90380692481995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,181,18.1,12,0,8.5,10.25,0.9887962962962963,0.205,1,10.25,0.9887962962962963,0.205,8.5,37,621762889308,50,113.64805793762207,113.64805793762207,190.75694608688354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,168,16.8,12,0,16.333333333333332,20.166666666666668,0.9829282407407407,0.4033333333333333,1,20.166666666666668,0.9829282407407407,0.4033333333333333,16.333333333333332,47,621762889308,50,260.13757586479187,260.13757586479187,260.30872106552124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,178,17.8,12,0,20.416666666666668,25.583333333333332,0.9873842592592593,0.5116666666666667,1,25.583333333333332,0.9873842592592593,0.5116666666666667,20.416666666666668,57,621762889308,50,222.17773270606995,222.17773270606995,278.58274936676025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,66,6.6,12,0,15.333333333333334,20.75,0.9865416666666667,0.415,1,20.75,0.9865416666666667,0.415,15.333333333333334,67,621762889308,50,310.6857612133026,310.6857612133026,367.45532417297363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,167,16.7,12,0,36.916666666666664,45.416666666666664,0.9846810699588477,0.9083333333333333,1,45.416666666666664,0.9846810699588477,0.9083333333333333,36.916666666666664,77,621762889308,50,357.59465742111206,357.59465742111206,361.8064932823181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,100,10.0,12,0,6.916666666666667,9.083333333333334,0.9857523148148148,0.18166666666666667,1,9.083333333333334,0.9857523148148148,0.18166666666666667,6.916666666666667,87,621762889308,50,159.7614290714264,159.7614290714264,160.02945709228516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,16,1.6,12,0,11.666666666666666,15.416666666666666,0.9855191798941799,0.30833333333333335,1,15.416666666666666,0.9855191798941799,0.30833333333333335,11.666666666666666,97,621762889308,50,643.4657747745514,643.4657747745514,763.9508550167084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
