,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,sequential_execution_time,execution_time,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3
0,68,6.8,5,0,10,13,11,14,12,14,12,13,12,14,12,13,9,10,0,0,0,0,0,0,7.0,11.2,0.9522288359788357,0.224,1,11.2,0.9522288359788357,0.224,7.0,7.0,515084845955.0,50.0,132.7266206741333,132.7266206741333,164.24326825141907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123,12.3,5,0,12,14,12,14,9,11,9,10,9,11,10,12,9,12,10,14,10,13,0,0,13.4,20.0,0.9620113168724279,0.4,1,20.0,0.9620113168724279,0.4,13.4,17.0,515084845955.0,50.0,153.74118661880493,153.74118661880493,187.09704518318176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,2.5,5,0,10,11,9,13,10,14,9,10,11,14,9,13,9,11,9,13,0,0,0,0,10.0,13.6,0.9643402777777776,0.272,1,13.6,0.9643402777777776,0.272,10.0,27.0,515084845955.0,50.0,181.74548983573914,181.74548983573914,226.92817330360413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,84,8.4,5,0,9,10,10,13,10,14,9,10,10,11,9,11,12,14,9,11,12,14,0,0,9.2,15.8,0.9403060699588477,0.316,1,15.8,0.9403060699588477,0.316,9.2,37.0,515084845955.0,50.0,178.9228639602661,178.9228639602661,201.01463627815247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,177,17.7,5,0,11,12,11,12,9,13,11,14,12,14,12,13,10,12,10,13,11,14,0,0,13.8,20.0,0.9514480452674895,0.4,1,20.0,0.9514480452674895,0.4,13.8,47.0,515084845955.0,50.0,137.14030718803406,137.14030718803406,147.414217710495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,170,17.0,5,0,9,10,11,12,11,12,11,14,10,12,12,13,10,11,12,14,0,0,0,0,9.8,12.0,0.9400520833333331,0.24,1,12.0,0.9400520833333331,0.24,9.8,57.0,515084845955.0,50.0,134.21551036834717,134.21551036834717,134.23136377334595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,76,7.6,5,0,12,14,11,14,9,13,10,12,11,14,10,11,10,12,0,0,0,0,0,0,7.8,15.0,0.9663359788359787,0.3,1,15.0,0.9663359788359787,0.3,7.8,67.0,515084845955.0,50.0,128.1813144683838,128.1813144683838,171.7905695438385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,48,4.8,5,0,9,12,11,14,10,11,12,14,11,14,12,13,10,12,0,0,0,0,0,0,6.0,11.6,0.9546560846560846,0.232,1,11.6,0.9546560846560846,0.232,6.0,77.0,515084845955.0,50.0,144.74710631370544,144.74710631370544,167.30208373069763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,158,15.8,5,0,9,10,10,12,11,12,10,11,9,10,10,14,9,13,12,14,11,13,9,11,16.2,20.0,0.9601736111111109,0.4,1,20.0,0.9601736111111109,0.4,16.2,87.0,515084845955.0,50.0,140.13745880126953,140.13745880126953,173.15070486068726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,62,6.2,5,0,9,10,12,13,9,12,10,13,10,14,9,11,12,13,9,12,12,14,9,12,12.8,18.2,0.9471921296296296,0.364,1,18.2,0.9471921296296296,0.364,12.8,97.0,515084845955.0,50.0,189.7838990688324,189.7838990688324,207.182954788208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
