,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0
0,27,2.7,12,0,15,21,13,19,14,17,18,19,16,19,10,14,10,13,17,21,16,21,0,0,7.666666666666667,8.333333333333334,0.9778883744855966,0.16666666666666666,1,8.333333333333334,0.9778883744855966,0.16666666666666666,7.666666666666667,3,788722323053,50,482.272563457489,482.272563457489,618.2492547035217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,173,17.3,12,0,19,21,18,21,16,21,12,15,16,21,18,21,17,21,15,21,19,21,12,20,12.666666666666666,17.166666666666668,0.9702826388888889,0.3433333333333333,1,17.166666666666668,0.9702826388888889,0.3433333333333333,12.666666666666666,8,788722323053,50,378.45676612854004,378.45676612854004,424.0464565753937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,148,14.8,12,0,11,21,10,15,11,13,10,13,16,17,14,15,10,19,14,21,14,17,0,0,12.583333333333334,16.916666666666668,0.9773223104056437,0.3383333333333333,1,16.916666666666668,0.9773223104056437,0.3383333333333333,12.583333333333334,13,788722323053,50,361.357221364975,361.357221364975,389.9011960029602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,125,12.5,12,0,17,18,18,21,15,20,13,17,14,20,15,16,9,17,17,21,16,21,10,15,13.916666666666666,16.75,0.9686657407407406,0.335,1,16.75,0.9686657407407406,0.335,13.916666666666666,18,788722323053,50,373.5402338504791,373.5402338504791,425.28878569602966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,160,16.0,12,0,12,20,16,21,15,21,9,18,11,13,10,12,14,18,14,18,11,12,0,0,13.083333333333334,17.083333333333332,0.9747421982167351,0.3416666666666667,1,17.083333333333332,0.9747421982167351,0.3416666666666667,13.083333333333334,23,788722323053,50,385.740642786026,385.740642786026,424.0688934326172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,157,15.7,12,0,9,14,16,18,19,21,14,20,19,21,11,15,11,21,12,21,0,0,0,0,13.833333333333334,16.583333333333332,0.97989949845679,0.33166666666666667,1,16.583333333333332,0.97989949845679,0.33166666666666667,13.833333333333334,28,788722323053,50,337.69862604141235,337.69862604141235,356.3802390098572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,71,7.1,12,0,13,21,11,17,15,21,13,18,10,19,10,15,16,21,16,19,14,18,15,20,17.25,19.5,0.9744602623456788,0.39,1,19.5,0.9744602623456788,0.39,17.25,33,788722323053,50,492.28563499450684,492.28563499450684,492.4213309288025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,177,17.7,12,0,13,19,18,21,14,21,11,21,11,19,10,18,12,17,13,15,17,18,0,0,15.416666666666666,21.0,0.9706565623162844,0.42,1,21.0,0.9706565623162844,0.42,15.416666666666666,38,788722323053,50,363.3774778842926,363.3774778842926,387.41368770599365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,43,4.3,12,0,15,21,16,21,14,15,15,21,16,21,9,16,19,21,9,12,18,21,0,0,9.0,11.0,0.9582602880658434,0.22,1,11.0,0.9582602880658434,0.22,9.0,43,788722323053,50,576.3647015094757,576.3647015094757,576.4982550144196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,2.0,12,0,10,18,9,12,11,13,12,14,17,20,15,21,13,14,9,12,11,19,0,0,4.5,7.583333333333333,0.9580941358024688,0.15166666666666667,1,7.583333333333333,0.9580941358024688,0.15166666666666667,4.5,48,788722323053,50,664.2337374687195,664.2337374687195,664.5442464351654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
