,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,sequential_execution_time,execution_time,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0
0,38,3.8,12,0,17,21,12,19,9,18,10,15,14,21,19,21,15,21,14,18,18,21,0,0,10.25,13.5,0.9711358759553205,0.27,1,13.5,0.9711358759553205,0.27,10.25,5,461037646086,50,553.46240067482,553.46240067482,597.9787044525146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,76,7.6,12,0,9,12,12,19,9,12,11,18,12,16,9,19,15,21,13,19,18,21,10,18,15.5,20.416666666666668,0.9790178571428569,0.4083333333333333,1,20.416666666666668,0.9790178571428569,0.4083333333333333,15.5,15,461037646086,50,620.675411939621,620.675411939621,751.979008436203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,104,10.4,12,0,17,20,19,21,9,12,14,20,9,15,17,18,19,21,9,10,9,12,12,21,9.833333333333334,14.0,0.9572222222222223,0.28,1,14.0,0.9572222222222223,0.28,9.833333333333334,25,461037646086,50,643.7649164199829,643.7649164199829,756.3532674312592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,167,16.7,12,0,13,14,18,20,14,21,9,12,17,21,19,21,17,21,11,21,16,21,0,0,13.416666666666666,15.916666666666666,0.9652275132275131,0.31833333333333336,1,15.916666666666666,0.9652275132275131,0.31833333333333336,13.416666666666666,35,461037646086,50,484.4490416049957,484.4490416049957,498.05292201042175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,187,18.7,12,0,9,20,16,21,11,15,12,18,14,21,11,17,10,18,12,20,14,21,0,0,21.416666666666668,26.25,0.9762817026080914,0.525,1,26.25,0.9762817026080914,0.525,21.416666666666668,45,461037646086,50,513.9414780139923,513.9414780139923,529.9488196372986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,92,9.2,12,0,12,21,14,21,13,16,10,20,9,16,18,21,12,15,16,21,11,17,15,16,16.416666666666668,20.25,0.973331746031746,0.405,1,20.25,0.973331746031746,0.405,16.416666666666668,55,461037646086,50,527.9299705028534,527.9299705028534,637.2338583469391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,47,4.7,12,0,19,21,18,20,12,13,14,17,18,21,11,17,16,21,0,0,0,0,0,0,5.0,6.833333333333333,0.9554814814814814,0.13666666666666666,1,6.833333333333333,0.9554814814814814,0.13666666666666666,5.0,65,461037646086,50,491.85688042640686,491.85688042640686,522.6778554916382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,4.0,12,0,14,17,12,20,19,21,10,20,13,18,14,15,14,16,9,16,18,20,0,0,8.25,11.833333333333334,0.9727867430922985,0.23666666666666666,1,11.833333333333334,0.9727867430922985,0.23666666666666666,8.25,75,461037646086,50,482.56750535964966,482.56750535964966,610.2488265037537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,189,18.9,12,0,12,19,11,16,9,14,16,21,11,20,13,15,19,21,13,19,18,21,0,0,13.25,18.75,0.970520968058005,0.375,1,18.75,0.970520968058005,0.375,13.25,85,461037646086,50,458.15336418151855,458.15336418151855,542.526727437973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,150,15.0,12,0,11,18,16,17,15,21,19,21,11,12,9,19,19,21,12,18,0,0,0,0,10.083333333333334,14.583333333333334,0.9701456679894178,0.2916666666666667,1,14.583333333333334,0.9701456679894178,0.2916666666666667,10.083333333333334,95,461037646086,50,468.7217607498169,468.7217607498169,607.8387043476105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,5.2,12,0,17,21,12,20,11,17,18,21,14,21,9,15,13,15,16,18,0,0,0,0,8.333333333333334,12.25,0.9693425512566136,0.245,1,12.25,0.9693425512566136,0.245,8.333333333333334,105,461037646086,50,522.4829614162445,522.4829614162445,522.8819563388824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,88,8.8,12,0,10,17,13,14,18,21,15,21,14,20,16,21,15,17,13,21,0,0,0,0,10.166666666666666,14.333333333333334,0.9625591931216929,0.2866666666666667,1,14.333333333333334,0.9625591931216929,0.2866666666666667,10.166666666666666,115,461037646086,50,431.4991104602814,431.4991104602814,494.0841155052185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,92,9.2,12,1,19,21,18,20,10,20,14,16,18,21,15,21,11,17,0,0,0,0,0,0,9.0,11.666666666666666,0.9627037037037035,0.23333333333333334,1,11.666666666666666,0.9627037037037035,0.23333333333333334,9.0,125,461037646086,50,505.8423435688019,505.8423435688019,548.8717741966248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
